"","Date","Month","Year","Landing Site","Data Collector","Group","Fishgear","# Boats","#Fishers","Family","Species","Length","Weight_kg","Weight_g","FishGroups","EnglishName","KiswahiliName","Bycatch","Price_KSHPerkg","FunGr_Diet","TrophLevel","SE_TrophLevel","Vulnerability","Lmat_cm","Lopt_cm","Linf_cm","SizeCategory","Diet","Mobility","Active","Schooling","Position","TempPrefMin_degC","TempPrefMean_degC","TempPrefMax_degC","Calcium_mgPer100g","Calicum_L95","Calcium_U95","Iron_mgPer100g","Iron_L95","Iron_U95","Omega3_gPer100g","Omega3_L95","Omega3_U95","Protein_gPer100g","Protein_L95","Protein_U95","VitaminA_ugPer100g","VitaminA_L95","VitaminA_U95","Selenium_ugPer100g","Selenium_L95","Selenium_U95","Zinc_mgPer100g","Zinc_L95","Zinc_U95","Source","Notes","Lopt_ratio","Lmat_ratio"
"332",2022-09-22,"September","2022","Vanga","Sofia Saidi","1","Ring net",1,22,"Lethrinidae","Lethrinus harak",20.5,0.084,84,"Emperors","Blackspot emperor","Changu","No",200,"Predator",3.43,0.5,27.35,23.80480942,27.42126433,39.54147783,"S4","Mobile Inverts","Mob","Day","SmallG","Bottom",25.7,28.5,29.2,62.10441833,33.7612217,104.6294906,1.251248871,0.72687952,2.191530154,0.263993759,0.138490712,0.510637139,19.21065919,16.91867655,21.28125518,19.06905738,4.196826748,113.5927507,49.91235225,20.26330208,103.4454334,2.835430445,1.867122001,4.109392241,"Galligan","",0.74759499610571,0.861170515516776
"333",2022-09-22,"September","2022","Vanga","Sofia Saidi","1","Ring net",1,22,"Lethrinidae","Lethrinus harak",17.6,0.05,50,"Emperors","Blackspot emperor","Changu","No",200,"Predator",3.43,0.5,27.35,23.80480942,27.42126433,39.54147783,"S4","Mobile Inverts","Mob","Day","SmallG","Bottom",25.7,28.5,29.2,62.10441833,33.7612217,104.6294906,1.251248871,0.72687952,2.191530154,0.263993759,0.138490712,0.510637139,19.21065919,16.91867655,21.28125518,19.06905738,4.196826748,113.5927507,49.91235225,20.26330208,103.4454334,2.835430445,1.867122001,4.109392241,"Galligan","",0.641837655193195,0.739346393809525
"334",2022-09-22,"September","2022","Vanga","Sofia Saidi","1","Ring net",1,22,"Lethrinidae","Lethrinus harak",17.2,0.045,45,"Emperors","Blackspot emperor","Changu","No",200,"Predator",3.43,0.5,27.35,23.80480942,27.42126433,39.54147783,"S4","Mobile Inverts","Mob","Day","SmallG","Bottom",25.7,28.5,29.2,62.10441833,33.7612217,104.6294906,1.251248871,0.72687952,2.191530154,0.263993759,0.138490712,0.510637139,19.21065919,16.91867655,21.28125518,19.06905738,4.196826748,113.5927507,49.91235225,20.26330208,103.4454334,2.835430445,1.867122001,4.109392241,"Galligan","",0.627250435756986,0.72254306667749
"335",2022-09-25,"September","2022","Vanga","Sofia Saidi","1","Reef seine",1,20,"Lethrinidae","Lethrinus harak",17.8,0.054,54,"Emperors","Blackspot emperor","Changu","No",200,"Predator",3.43,0.5,27.35,23.80480942,27.42126433,39.54147783,"S4","Mobile Inverts","Mob","Day","SmallG","Bottom",25.7,28.5,29.2,62.10441833,33.7612217,104.6294906,1.251248871,0.72687952,2.191530154,0.263993759,0.138490712,0.510637139,19.21065919,16.91867655,21.28125518,19.06905738,4.196826748,113.5927507,49.91235225,20.26330208,103.4454334,2.835430445,1.867122001,4.109392241,"Galligan","",0.6491312649113,0.747748057375542
"336",2022-09-25,"September","2022","Vanga","Sofia Saidi","1","Reef seine",1,20,"Lethrinidae","Lethrinus harak",16.6,0.045,45,"Emperors","Blackspot emperor","Changu","No",200,"Predator",3.43,0.5,27.35,23.80480942,27.42126433,39.54147783,"S4","Mobile Inverts","Mob","Day","SmallG","Bottom",25.7,28.5,29.2,62.10441833,33.7612217,104.6294906,1.251248871,0.72687952,2.191530154,0.263993759,0.138490712,0.510637139,19.21065919,16.91867655,21.28125518,19.06905738,4.196826748,113.5927507,49.91235225,20.26330208,103.4454334,2.835430445,1.867122001,4.109392241,"Galligan","",0.605369606602673,0.697338075979438
"337",2022-09-25,"September","2022","Vanga","Sofia Saidi","1","Reef seine",1,20,"Lethrinidae","Lethrinus harak",17.7,0.057,57,"Emperors","Blackspot emperor","Changu","No",200,"Predator",3.43,0.5,27.35,23.80480942,27.42126433,39.54147783,"S4","Mobile Inverts","Mob","Day","SmallG","Bottom",25.7,28.5,29.2,62.10441833,33.7612217,104.6294906,1.251248871,0.72687952,2.191530154,0.263993759,0.138490712,0.510637139,19.21065919,16.91867655,21.28125518,19.06905738,4.196826748,113.5927507,49.91235225,20.26330208,103.4454334,2.835430445,1.867122001,4.109392241,"Galligan","",0.645484460052247,0.743547225592533
"338",2022-09-25,"September","2022","Vanga","Sofia Saidi","1","Reef seine",1,20,"Lethrinidae","Lethrinus harak",18.9,0.068,68,"Emperors","Blackspot emperor","Changu","No",200,"Predator",3.43,0.5,27.35,23.80480942,27.42126433,39.54147783,"S4","Mobile Inverts","Mob","Day","SmallG","Bottom",25.7,28.5,29.2,62.10441833,33.7612217,104.6294906,1.251248871,0.72687952,2.191530154,0.263993759,0.138490712,0.510637139,19.21065919,16.91867655,21.28125518,19.06905738,4.196826748,113.5927507,49.91235225,20.26330208,103.4454334,2.835430445,1.867122001,4.109392241,"Galligan","",0.689246118360874,0.793957206988637
"339",2022-09-25,"September","2022","Vanga","Sofia Saidi","4","Gillnet",1,4,"Lethrinidae","Lethrinus harak",21.2,0.093,93,"Emperors","Blackspot emperor","Changu","No",200,"Predator",3.43,0.5,27.35,23.80480942,27.42126433,39.54147783,"S4","Mobile Inverts","Mob","Day","SmallG","Bottom",25.7,28.5,29.2,62.10441833,33.7612217,104.6294906,1.251248871,0.72687952,2.191530154,0.263993759,0.138490712,0.510637139,19.21065919,16.91867655,21.28125518,19.06905738,4.196826748,113.5927507,49.91235225,20.26330208,103.4454334,2.835430445,1.867122001,4.109392241,"Galligan","",0.773122630119076,0.890576337997836
"340",2022-08-25,"August","2022","Shimoni","Roselyn Mwakio","1","Basket trap",1,2,"Lethrinidae","Lethrinus lentjan",21.5,0.125,125,"Emperors","Pink ear emperor","Changu","No",200,"Pisc-Macro-Invert",3.869999886,0.5445,24.93,24.38892495,29.04028105,40.7449128,"S5","Mobile Inverts","Mob","Night","SmallG","Bottom",24.6,28,29,68.99393861,35.80520169,118.5985452,1.307299607,0.734459546,2.336050054,0.275142123,0.139745121,0.544158826,19.42965125,17.12908629,21.49434845,17.31038991,3.729466326,105.3731172,52.9057792,19.53479899,112.6321173,2.694909244,1.735681256,3.994835047,"Galligan","",0.740350961582722,0.881547671497509
"341",2022-09-26,"September","2022","Kibuyuni","Roselyne Mwakio","1","Reef Net",1,10,"Lethrinidae","Lethrinus lentjan",28.5,0.294,294,"Emperors","Pink ear emperor","Changu","No",200,"Pisc-Macro-Invert",3.869999886,0.5445,24.93,24.38892495,29.04028105,40.7449128,"S5","Mobile Inverts","Mob","Night","SmallG","Bottom",24.6,28,29,68.99393861,35.80520169,118.5985452,1.307299607,0.734459546,2.336050054,0.275142123,0.139745121,0.544158826,19.42965125,17.12908629,21.49434845,17.31038991,3.729466326,105.3731172,52.9057792,19.53479899,112.6321173,2.694909244,1.735681256,3.994835047,"Galligan","",0.981395460702678,1.16856319245019
"342",2022-09-01,"September","2022","Vanga","Sofia Saidi","2","Ring net",1,15,"Lethrinidae","Lethrinus lentjan",13.4,0.022,22,"Emperors","Pink ear emperor","Changu","No",200,"Pisc-Macro-Invert",3.869999886,0.5445,24.93,24.38892495,29.04028105,40.7449128,"S5","Mobile Inverts","Mob","Night","SmallG","Bottom",24.6,28,29,68.99393861,35.80520169,118.5985452,1.307299607,0.734459546,2.336050054,0.275142123,0.139745121,0.544158826,19.42965125,17.12908629,21.49434845,17.31038991,3.729466326,105.3731172,52.9057792,19.53479899,112.6321173,2.694909244,1.735681256,3.994835047,"Galligan","",0.461428041172487,0.549429711537982
"343",2022-09-01,"September","2022","Vanga","Sofia Saidi","2","Ring net",1,15,"Lethrinidae","Lethrinus lentjan",15.6,0.036,36,"Emperors","Pink ear emperor","Changu","No",200,"Pisc-Macro-Invert",3.869999886,0.5445,24.93,24.38892495,29.04028105,40.7449128,"S5","Mobile Inverts","Mob","Night","SmallG","Bottom",24.6,28,29,68.99393861,35.80520169,118.5985452,1.307299607,0.734459546,2.336050054,0.275142123,0.139745121,0.544158826,19.42965125,17.12908629,21.49434845,17.31038991,3.729466326,105.3731172,52.9057792,19.53479899,112.6321173,2.694909244,1.735681256,3.994835047,"Galligan","",0.537184883753045,0.639634589551681
"344",2022-09-01,"September","2022","Vanga","Sofia Saidi","2","Ring net",1,15,"Lethrinidae","Lethrinus lentjan",18.4,0.064,64,"Emperors","Pink ear emperor","Changu","No",200,"Pisc-Macro-Invert",3.869999886,0.5445,24.93,24.38892495,29.04028105,40.7449128,"S5","Mobile Inverts","Mob","Night","SmallG","Bottom",24.6,28,29,68.99393861,35.80520169,118.5985452,1.307299607,0.734459546,2.336050054,0.275142123,0.139745121,0.544158826,19.42965125,17.12908629,21.49434845,17.31038991,3.729466326,105.3731172,52.9057792,19.53479899,112.6321173,2.694909244,1.735681256,3.994835047,"Galligan","",0.633602683401027,0.754440797932752
"345",2022-09-01,"September","2022","Vanga","Sofia Saidi","2","Ring net",1,15,"Lethrinidae","Lethrinus lentjan",20.3,0.076,76,"Emperors","Pink ear emperor","Changu","No",200,"Pisc-Macro-Invert",3.869999886,0.5445,24.93,24.38892495,29.04028105,40.7449128,"S5","Mobile Inverts","Mob","Night","SmallG","Bottom",24.6,28,29,68.99393861,35.80520169,118.5985452,1.307299607,0.734459546,2.336050054,0.275142123,0.139745121,0.544158826,19.42965125,17.12908629,21.49434845,17.31038991,3.729466326,105.3731172,52.9057792,19.53479899,112.6321173,2.694909244,1.735681256,3.994835047,"Galligan","",0.699029047447872,0.832345010762764
"346",2022-09-03,"September","2022","Vanga","Sofia Saidi","4","Ring net",1,35,"Lethrinidae","Lethrinus lentjan",17.2,0.054,54,"Emperors","Pink ear emperor","Changu","No",200,"Pisc-Macro-Invert",3.869999886,0.5445,24.93,24.38892495,29.04028105,40.7449128,"S5","Mobile Inverts","Mob","Night","SmallG","Bottom",24.6,28,29,68.99393861,35.80520169,118.5985452,1.307299607,0.734459546,2.336050054,0.275142123,0.139745121,0.544158826,19.42965125,17.12908629,21.49434845,17.31038991,3.729466326,105.3731172,52.9057792,19.53479899,112.6321173,2.694909244,1.735681256,3.994835047,"Galligan","",0.592280769266178,0.705238137198007
"347",2022-09-03,"September","2022","Vanga","Sofia Saidi","4","Ring net",1,35,"Lethrinidae","Lethrinus lentjan",19.4,0.081,81,"Emperors","Pink ear emperor","Changu","No",200,"Pisc-Macro-Invert",3.869999886,0.5445,24.93,24.38892495,29.04028105,40.7449128,"S5","Mobile Inverts","Mob","Night","SmallG","Bottom",24.6,28,29,68.99393861,35.80520169,118.5985452,1.307299607,0.734459546,2.336050054,0.275142123,0.139745121,0.544158826,19.42965125,17.12908629,21.49434845,17.31038991,3.729466326,105.3731172,52.9057792,19.53479899,112.6321173,2.694909244,1.735681256,3.994835047,"Galligan","",0.668037611846735,0.795443015211706
"348",2022-09-03,"September","2022","Vanga","Sofia Saidi","4","Ring net",1,35,"Lethrinidae","Lethrinus lentjan",19.7,0.086,86,"Emperors","Pink ear emperor","Changu","No",200,"Pisc-Macro-Invert",3.869999886,0.5445,24.93,24.38892495,29.04028105,40.7449128,"S5","Mobile Inverts","Mob","Night","SmallG","Bottom",24.6,28,29,68.99393861,35.80520169,118.5985452,1.307299607,0.734459546,2.336050054,0.275142123,0.139745121,0.544158826,19.42965125,17.12908629,21.49434845,17.31038991,3.729466326,105.3731172,52.9057792,19.53479899,112.6321173,2.694909244,1.735681256,3.994835047,"Galligan","",0.678368090380448,0.807743680395392
"349",2022-09-11,"September","2022","Vanga","Sofia Saidi","1","Ring net",1,23,"Lethrinidae","Lethrinus lentjan",25.6,0.196,196,"Emperors","Pink ear emperor","Changu","No",200,"Pisc-Macro-Invert",3.869999886,0.5445,24.93,24.38892495,29.04028105,40.7449128,"S5","Mobile Inverts","Mob","Night","SmallG","Bottom",24.6,28,29,68.99393861,35.80520169,118.5985452,1.307299607,0.734459546,2.336050054,0.275142123,0.139745121,0.544158826,19.42965125,17.12908629,21.49434845,17.31038991,3.729466326,105.3731172,52.9057792,19.53479899,112.6321173,2.694909244,1.735681256,3.994835047,"Galligan","",0.881534168210125,1.04965676234122
"350",2022-09-11,"September","2022","Vanga","Sofia Saidi","1","Ring net",1,23,"Lethrinidae","Lethrinus lentjan",23.4,0.166,166,"Emperors","Pink ear emperor","Changu","No",200,"Pisc-Macro-Invert",3.869999886,0.5445,24.93,24.38892495,29.04028105,40.7449128,"S5","Mobile Inverts","Mob","Night","SmallG","Bottom",24.6,28,29,68.99393861,35.80520169,118.5985452,1.307299607,0.734459546,2.336050054,0.275142123,0.139745121,0.544158826,19.42965125,17.12908629,21.49434845,17.31038991,3.729466326,105.3731172,52.9057792,19.53479899,112.6321173,2.694909244,1.735681256,3.994835047,"Galligan","",0.805777325629567,0.959451884327521
"351",2022-09-11,"September","2022","Vanga","Sofia Saidi","1","Ring net",1,23,"Lethrinidae","Lethrinus lentjan",26.8,0.236,236,"Emperors","Pink ear emperor","Changu","No",200,"Pisc-Macro-Invert",3.869999886,0.5445,24.93,24.38892495,29.04028105,40.7449128,"S5","Mobile Inverts","Mob","Night","SmallG","Bottom",24.6,28,29,68.99393861,35.80520169,118.5985452,1.307299607,0.734459546,2.336050054,0.275142123,0.139745121,0.544158826,19.42965125,17.12908629,21.49434845,17.31038991,3.729466326,105.3731172,52.9057792,19.53479899,112.6321173,2.694909244,1.735681256,3.994835047,"Galligan","",0.922856082344974,1.09885942307596
"352",2022-09-14,"September","2022","Vanga","Sofia Saidi","1","Ring net",1,17,"Lethrinidae","Lethrinus lentjan",19.1,0.068,68,"Emperors","Pink ear emperor","Changu","No",200,"Pisc-Macro-Invert",3.869999886,0.5445,24.93,24.38892495,29.04028105,40.7449128,"S5","Mobile Inverts","Mob","Night","SmallG","Bottom",24.6,28,29,68.99393861,35.80520169,118.5985452,1.307299607,0.734459546,2.336050054,0.275142123,0.139745121,0.544158826,19.42965125,17.12908629,21.49434845,17.31038991,3.729466326,105.3731172,52.9057792,19.53479899,112.6321173,2.694909244,1.735681256,3.994835047,"Galligan","",0.657707133313023,0.78314235002802
"353",2022-09-14,"September","2022","Vanga","Sofia Saidi","1","Ring net",1,17,"Lethrinidae","Lethrinus lentjan",17.4,0.049,49,"Emperors","Pink ear emperor","Changu","No",200,"Pisc-Macro-Invert",3.869999886,0.5445,24.93,24.38892495,29.04028105,40.7449128,"S5","Mobile Inverts","Mob","Night","SmallG","Bottom",24.6,28,29,68.99393861,35.80520169,118.5985452,1.307299607,0.734459546,2.336050054,0.275142123,0.139745121,0.544158826,19.42965125,17.12908629,21.49434845,17.31038991,3.729466326,105.3731172,52.9057792,19.53479899,112.6321173,2.694909244,1.735681256,3.994835047,"Galligan","",0.599167754955319,0.713438580653798
"354",2022-09-14,"September","2022","Vanga","Sofia Saidi","1","Ring net",1,17,"Lethrinidae","Lethrinus lentjan",16.9,0.05,50,"Emperors","Pink ear emperor","Changu","No",200,"Pisc-Macro-Invert",3.869999886,0.5445,24.93,24.38892495,29.04028105,40.7449128,"S5","Mobile Inverts","Mob","Night","SmallG","Bottom",24.6,28,29,68.99393861,35.80520169,118.5985452,1.307299607,0.734459546,2.336050054,0.275142123,0.139745121,0.544158826,19.42965125,17.12908629,21.49434845,17.31038991,3.729466326,105.3731172,52.9057792,19.53479899,112.6321173,2.694909244,1.735681256,3.994835047,"Galligan","",0.581950290732465,0.692937472014321
"355",2022-09-14,"September","2022","Vanga","Sofia Saidi","1","Ring net",1,17,"Lethrinidae","Lethrinus lentjan",14.4,0.031,31,"Emperors","Pink ear emperor","Changu","No",200,"Pisc-Macro-Invert",3.869999886,0.5445,24.93,24.38892495,29.04028105,40.7449128,"S5","Mobile Inverts","Mob","Night","SmallG","Bottom",24.6,28,29,68.99393861,35.80520169,118.5985452,1.307299607,0.734459546,2.336050054,0.275142123,0.139745121,0.544158826,19.42965125,17.12908629,21.49434845,17.31038991,3.729466326,105.3731172,52.9057792,19.53479899,112.6321173,2.694909244,1.735681256,3.994835047,"Galligan","",0.495862969618195,0.590431928816936
"356",2022-09-14,"September","2022","Vanga","Sofia Saidi","2","Ring net",1,25,"Lethrinidae","Lethrinus lentjan",19.6,0.076,76,"Emperors","Pink ear emperor","Changu","No",200,"Pisc-Macro-Invert",3.869999886,0.5445,24.93,24.38892495,29.04028105,40.7449128,"S5","Mobile Inverts","Mob","Night","SmallG","Bottom",24.6,28,29,68.99393861,35.80520169,118.5985452,1.307299607,0.734459546,2.336050054,0.275142123,0.139745121,0.544158826,19.42965125,17.12908629,21.49434845,17.31038991,3.729466326,105.3731172,52.9057792,19.53479899,112.6321173,2.694909244,1.735681256,3.994835047,"Galligan","",0.674924597535877,0.803643458667497
"357",2022-09-14,"September","2022","Vanga","Sofia Saidi","2","Ring net",1,25,"Lethrinidae","Lethrinus lentjan",15.7,0.04,40,"Emperors","Pink ear emperor","Changu","No",200,"Pisc-Macro-Invert",3.869999886,0.5445,24.93,24.38892495,29.04028105,40.7449128,"S5","Mobile Inverts","Mob","Night","SmallG","Bottom",24.6,28,29,68.99393861,35.80520169,118.5985452,1.307299607,0.734459546,2.336050054,0.275142123,0.139745121,0.544158826,19.42965125,17.12908629,21.49434845,17.31038991,3.729466326,105.3731172,52.9057792,19.53479899,112.6321173,2.694909244,1.735681256,3.994835047,"Galligan","",0.540628376597616,0.643734811279576
"358",2022-09-14,"September","2022","Vanga","Sofia Saidi","2","Ring net",1,25,"Lethrinidae","Lethrinus lentjan",17.9,0.056,56,"Emperors","Pink ear emperor","Changu","No",200,"Pisc-Macro-Invert",3.869999886,0.5445,24.93,24.38892495,29.04028105,40.7449128,"S5","Mobile Inverts","Mob","Night","SmallG","Bottom",24.6,28,29,68.99393861,35.80520169,118.5985452,1.307299607,0.734459546,2.336050054,0.275142123,0.139745121,0.544158826,19.42965125,17.12908629,21.49434845,17.31038991,3.729466326,105.3731172,52.9057792,19.53479899,112.6321173,2.694909244,1.735681256,3.994835047,"Galligan","",0.616385219178173,0.733939689293275
"359",2022-09-17,"September","2022","Vanga","Sofia Saidi","6","Reef seine",1,18,"Lethrinidae","Lethrinus lentjan",20.2,0.11,110,"Emperors","Pink ear emperor","Changu","No",200,"Pisc-Macro-Invert",3.869999886,0.5445,24.93,24.38892495,29.04028105,40.7449128,"S5","Mobile Inverts","Mob","Night","SmallG","Bottom",24.6,28,29,68.99393861,35.80520169,118.5985452,1.307299607,0.734459546,2.336050054,0.275142123,0.139745121,0.544158826,19.42965125,17.12908629,21.49434845,17.31038991,3.729466326,105.3731172,52.9057792,19.53479899,112.6321173,2.694909244,1.735681256,3.994835047,"Galligan","",0.695585554603302,0.828244789034869
"360",2022-09-17,"September","2022","Vanga","Sofia Saidi","6","Reef seine",1,18,"Lethrinidae","Lethrinus lentjan",21.6,0.126,126,"Emperors","Pink ear emperor","Changu","No",200,"Pisc-Macro-Invert",3.869999886,0.5445,24.93,24.38892495,29.04028105,40.7449128,"S5","Mobile Inverts","Mob","Night","SmallG","Bottom",24.6,28,29,68.99393861,35.80520169,118.5985452,1.307299607,0.734459546,2.336050054,0.275142123,0.139745121,0.544158826,19.42965125,17.12908629,21.49434845,17.31038991,3.729466326,105.3731172,52.9057792,19.53479899,112.6321173,2.694909244,1.735681256,3.994835047,"Galligan","",0.743794454427293,0.885647893225404
"361",2022-09-19,"September","2022","Vanga","Sofia Saidi","1","Ring net",1,22,"Lethrinidae","Lethrinus lentjan",14.9,0.037,37,"Emperors","Pink ear emperor","Changu","No",200,"Pisc-Macro-Invert",3.869999886,0.5445,24.93,24.38892495,29.04028105,40.7449128,"S5","Mobile Inverts","Mob","Night","SmallG","Bottom",24.6,28,29,68.99393861,35.80520169,118.5985452,1.307299607,0.734459546,2.336050054,0.275142123,0.139745121,0.544158826,19.42965125,17.12908629,21.49434845,17.31038991,3.729466326,105.3731172,52.9057792,19.53479899,112.6321173,2.694909244,1.735681256,3.994835047,"Galligan","",0.513080433841049,0.610933037456413
"362",2022-09-19,"September","2022","Vanga","Sofia Saidi","1","Ring net",1,22,"Lethrinidae","Lethrinus lentjan",15.4,0.035,35,"Emperors","Pink ear emperor","Changu","No",200,"Pisc-Macro-Invert",3.869999886,0.5445,24.93,24.38892495,29.04028105,40.7449128,"S5","Mobile Inverts","Mob","Night","SmallG","Bottom",24.6,28,29,68.99393861,35.80520169,118.5985452,1.307299607,0.734459546,2.336050054,0.275142123,0.139745121,0.544158826,19.42965125,17.12908629,21.49434845,17.31038991,3.729466326,105.3731172,52.9057792,19.53479899,112.6321173,2.694909244,1.735681256,3.994835047,"Galligan","",0.530297898063903,0.63143414609589
"363",2022-09-19,"September","2022","Vanga","Sofia Saidi","1","Ring net",1,22,"Lethrinidae","Lethrinus lentjan",16.8,0.043,43,"Emperors","Pink ear emperor","Changu","No",200,"Pisc-Macro-Invert",3.869999886,0.5445,24.93,24.38892495,29.04028105,40.7449128,"S5","Mobile Inverts","Mob","Night","SmallG","Bottom",24.6,28,29,68.99393861,35.80520169,118.5985452,1.307299607,0.734459546,2.336050054,0.275142123,0.139745121,0.544158826,19.42965125,17.12908629,21.49434845,17.31038991,3.729466326,105.3731172,52.9057792,19.53479899,112.6321173,2.694909244,1.735681256,3.994835047,"Galligan","",0.578506797887894,0.688837250286426
"364",2022-09-19,"September","2022","Vanga","Sofia Saidi","1","Ring net",1,22,"Lethrinidae","Lethrinus lentjan",17.1,0.051,51,"Emperors","Pink ear emperor","Changu","No",200,"Pisc-Macro-Invert",3.869999886,0.5445,24.93,24.38892495,29.04028105,40.7449128,"S5","Mobile Inverts","Mob","Night","SmallG","Bottom",24.6,28,29,68.99393861,35.80520169,118.5985452,1.307299607,0.734459546,2.336050054,0.275142123,0.139745121,0.544158826,19.42965125,17.12908629,21.49434845,17.31038991,3.729466326,105.3731172,52.9057792,19.53479899,112.6321173,2.694909244,1.735681256,3.994835047,"Galligan","",0.588837276421607,0.701137915470112
"365",2022-09-19,"September","2022","Vanga","Sofia Saidi","1","Ring net",1,22,"Lethrinidae","Lethrinus lentjan",20.1,0.082,82,"Emperors","Pink ear emperor","Changu","No",200,"Pisc-Macro-Invert",3.869999886,0.5445,24.93,24.38892495,29.04028105,40.7449128,"S5","Mobile Inverts","Mob","Night","SmallG","Bottom",24.6,28,29,68.99393861,35.80520169,118.5985452,1.307299607,0.734459546,2.336050054,0.275142123,0.139745121,0.544158826,19.42965125,17.12908629,21.49434845,17.31038991,3.729466326,105.3731172,52.9057792,19.53479899,112.6321173,2.694909244,1.735681256,3.994835047,"Galligan","",0.692142061758731,0.824144567306973
"366",2022-09-19,"September","2022","Vanga","Sofia Saidi","2","Ring net",1,24,"Lethrinidae","Lethrinus lentjan",17.4,0.049,49,"Emperors","Pink ear emperor","Changu","No",200,"Pisc-Macro-Invert",3.869999886,0.5445,24.93,24.38892495,29.04028105,40.7449128,"S5","Mobile Inverts","Mob","Night","SmallG","Bottom",24.6,28,29,68.99393861,35.80520169,118.5985452,1.307299607,0.734459546,2.336050054,0.275142123,0.139745121,0.544158826,19.42965125,17.12908629,21.49434845,17.31038991,3.729466326,105.3731172,52.9057792,19.53479899,112.6321173,2.694909244,1.735681256,3.994835047,"Galligan","",0.599167754955319,0.713438580653798
"367",2022-09-19,"September","2022","Vanga","Sofia Saidi","2","Ring net",1,24,"Lethrinidae","Lethrinus lentjan",17.2,0.047,47,"Emperors","Pink ear emperor","Changu","No",200,"Pisc-Macro-Invert",3.869999886,0.5445,24.93,24.38892495,29.04028105,40.7449128,"S5","Mobile Inverts","Mob","Night","SmallG","Bottom",24.6,28,29,68.99393861,35.80520169,118.5985452,1.307299607,0.734459546,2.336050054,0.275142123,0.139745121,0.544158826,19.42965125,17.12908629,21.49434845,17.31038991,3.729466326,105.3731172,52.9057792,19.53479899,112.6321173,2.694909244,1.735681256,3.994835047,"Galligan","",0.592280769266178,0.705238137198007
"368",2022-09-19,"September","2022","Vanga","Sofia Saidi","2","Ring net",1,24,"Lethrinidae","Lethrinus lentjan",16.6,0.042,42,"Emperors","Pink ear emperor","Changu","No",200,"Pisc-Macro-Invert",3.869999886,0.5445,24.93,24.38892495,29.04028105,40.7449128,"S5","Mobile Inverts","Mob","Night","SmallG","Bottom",24.6,28,29,68.99393861,35.80520169,118.5985452,1.307299607,0.734459546,2.336050054,0.275142123,0.139745121,0.544158826,19.42965125,17.12908629,21.49434845,17.31038991,3.729466326,105.3731172,52.9057792,19.53479899,112.6321173,2.694909244,1.735681256,3.994835047,"Galligan","",0.571619812198753,0.680636806830635
"369",2022-09-19,"September","2022","Vanga","Sofia Saidi","2","Ring net",1,24,"Lethrinidae","Lethrinus lentjan",15.8,0.027,27,"Emperors","Pink ear emperor","Changu","No",200,"Pisc-Macro-Invert",3.869999886,0.5445,24.93,24.38892495,29.04028105,40.7449128,"S5","Mobile Inverts","Mob","Night","SmallG","Bottom",24.6,28,29,68.99393861,35.80520169,118.5985452,1.307299607,0.734459546,2.336050054,0.275142123,0.139745121,0.544158826,19.42965125,17.12908629,21.49434845,17.31038991,3.729466326,105.3731172,52.9057792,19.53479899,112.6321173,2.694909244,1.735681256,3.994835047,"Galligan","",0.544071869442186,0.647835033007472
"370",2022-09-19,"September","2022","Vanga","Sofia Saidi","3","Reef seine",1,12,"Lethrinidae","Lethrinus lentjan",18.1,0.078,78,"Emperors","Pink ear emperor","Changu","No",200,"Pisc-Macro-Invert",3.869999886,0.5445,24.93,24.38892495,29.04028105,40.7449128,"S5","Mobile Inverts","Mob","Night","SmallG","Bottom",24.6,28,29,68.99393861,35.80520169,118.5985452,1.307299607,0.734459546,2.336050054,0.275142123,0.139745121,0.544158826,19.42965125,17.12908629,21.49434845,17.31038991,3.729466326,105.3731172,52.9057792,19.53479899,112.6321173,2.694909244,1.735681256,3.994835047,"Galligan","",0.623272204867315,0.742140132749066
"371",2022-09-21,"September","2022","Vanga","Sofia Saidi","1","Hand line",1,1,"Lethrinidae","Lethrinus lentjan",21.2,0.138,138,"Emperors","Pink ear emperor","Changu","No",200,"Pisc-Macro-Invert",3.869999886,0.5445,24.93,24.38892495,29.04028105,40.7449128,"S5","Mobile Inverts","Mob","Night","SmallG","Bottom",24.6,28,29,68.99393861,35.80520169,118.5985452,1.307299607,0.734459546,2.336050054,0.275142123,0.139745121,0.544158826,19.42965125,17.12908629,21.49434845,17.31038991,3.729466326,105.3731172,52.9057792,19.53479899,112.6321173,2.694909244,1.735681256,3.994835047,"Galligan","",0.73002048304901,0.869247006313823
"372",2022-09-21,"September","2022","Vanga","Sofia Saidi","1","Hand line",1,1,"Lethrinidae","Lethrinus lentjan",20.6,0.115,115,"Emperors","Pink ear emperor","Changu","No",200,"Pisc-Macro-Invert",3.869999886,0.5445,24.93,24.38892495,29.04028105,40.7449128,"S5","Mobile Inverts","Mob","Night","SmallG","Bottom",24.6,28,29,68.99393861,35.80520169,118.5985452,1.307299607,0.734459546,2.336050054,0.275142123,0.139745121,0.544158826,19.42965125,17.12908629,21.49434845,17.31038991,3.729466326,105.3731172,52.9057792,19.53479899,112.6321173,2.694909244,1.735681256,3.994835047,"Galligan","",0.709359525981585,0.84464567594645
